transaction_id,store_id,sku_id,transaction_date,qty,unit_price,customer_id
36,2,49,19-06-2024,2,144.49,CUST_952
36,2,29,19-06-2024,3,123.32,CUST_952
37,8,49,25-04-2024,2,144.49,CUST_973
37,8,16,25-04-2024,3,79.32,CUST_973
37,8,41,25-04-2024,2,149.06,CUST_973
38,4,18,14-03-2024,2,125.73,CUST_159
38,4,22,14-03-2024,3,22.58,CUST_159
39,2,46,08-04-2024,1,80.95,CUST_474
39,2,14,08-04-2024,2,156.88,CUST_474
40,7,14,16-04-2024,2,156.88,CUST_955
41,7,49,27-06-2024,3,144.49,CUST_1197
42,7,27,17-03-2024,1,106.81,CUST_721
42,7,35,17-03-2024,2,183.4,CUST_721
42,7,48,17-03-2024,1,115.25,CUST_721
42,7,39,17-03-2024,2,176.96,CUST_721
43,7,47,27-03-2024,3,57.1,CUST_797
43,7,11,27-03-2024,3,33.72,CUST_797
43,7,30,27-03-2024,1,110.53,CUST_797
43,7,9,27-03-2024,2,27.62,CUST_797
44,10,9,22-01-2024,2,27.62,CUST_56
44,10,30,22-01-2024,2,110.53,CUST_56
44,10,12,22-01-2024,2,65.7,CUST_56
44,10,4,22-01-2024,1,51.54,CUST_56
45,8,17,12-03-2024,3,60.73,CUST_777
45,8,6,12-03-2024,3,51.88,CUST_777
45,8,31,12-03-2024,1,146.94,CUST_777
45,8,2,12-03-2024,2,36.51,CUST_777
46,4,13,08-01-2024,3,46.53,CUST_83
46,4,2,08-01-2024,1,36.51,CUST_83
47,4,30,24-05-2024,2,110.53,CUST_235
47,4,45,24-05-2024,2,145.46,CUST_235
48,3,7,11-02-2024,2,163.11,CUST_235
48,3,38,11-02-2024,3,123.8,CUST_235
48,3,2,11-02-2024,3,36.51,CUST_235
49,7,45,20-01-2024,2,145.46,CUST_407
49,7,41,20-01-2024,3,149.06,CUST_407
49,7,16,20-01-2024,3,79.32,CUST_407
49,7,7,20-01-2024,1,163.11,CUST_407
49,7,50,20-01-2024,3,173.33,CUST_407
50,1,5,18-06-2024,2,47.78,CUST_878
50,1,33,18-06-2024,1,92.61,CUST_878
50,1,42,18-06-2024,2,33.89,CUST_878
51,8,46,11-06-2024,3,80.95,CUST_742
51,8,10,11-06-2024,3,60.26,CUST_742
51,8,28,11-06-2024,3,30.83,CUST_742
51,8,12,11-06-2024,2,65.7,CUST_742
52,10,28,03-05-2024,2,30.83,CUST_1103
52,10,47,03-05-2024,1,57.1,CUST_1103
52,10,38,03-05-2024,1,123.8,CUST_1103
52,10,18,03-05-2024,2,125.73,CUST_1103
53,8,43,25-05-2024,2,60.36,CUST_952
53,8,25,25-05-2024,1,116.66,CUST_952
53,8,22,25-05-2024,2,22.58,CUST_952
53,8,2,25-05-2024,1,36.51,CUST_952
53,8,32,25-05-2024,2,60.7,CUST_952
54,5,34,22-05-2024,1,60.04,CUST_566
55,2,49,05-05-2024,3,144.49,CUST_833
55,2,16,05-05-2024,2,79.32,CUST_833
55,2,45,05-05-2024,2,145.46,CUST_833
55,2,31,05-05-2024,1,146.94,CUST_833
55,2,42,05-05-2024,1,33.89,CUST_833
56,5,24,19-03-2024,2,97.18,CUST_499
56,5,31,19-03-2024,3,146.94,CUST_499
56,5,36,19-03-2024,3,131.4,CUST_499
56,5,34,19-03-2024,2,60.04,CUST_499
56,5,23,19-03-2024,2,69.79,CUST_499
57,8,47,29-02-2024,1,57.1,CUST_515
58,6,13,25-06-2024,3,46.53,CUST_1098
58,6,14,25-06-2024,2,156.88,CUST_1098
59,5,7,01-06-2024,1,163.11,CUST_1075
59,5,13,01-06-2024,2,46.53,CUST_1075
59,5,19,01-06-2024,1,41.05,CUST_1075
60,5,18,16-05-2024,1,125.73,
60,5,3,16-05-2024,3,26.52,
61,5,7,12-06-2024,2,163.11,CUST_259
61,5,1,12-06-2024,2,31.15,CUST_259
61,5,37,12-06-2024,2,154.88,CUST_259
61,5,19,12-06-2024,2,41.05,CUST_259
62,3,5,02-05-2024,2,47.78,CUST_518
63,8,10,10-06-2024,1,60.26,
64,10,36,04-03-2024,2,131.4,CUST_175
65,10,29,13-05-2024,2,123.32,CUST_463
65,10,20,13-05-2024,3,115.82,CUST_463
65,10,38,13-05-2024,3,123.8,CUST_463
65,10,28,13-05-2024,1,30.83,CUST_463
66,10,17,23-02-2024,1,60.73,CUST_204
66,10,43,23-02-2024,1,60.36,CUST_204
67,4,27,10-02-2024,2,106.81,CUST_154
68,10,46,29-02-2024,2,80.95,CUST_67
68,10,19,29-02-2024,1,41.05,CUST_67
68,10,45,29-02-2024,3,145.46,CUST_67
69,4,35,18-04-2024,1,183.4,CUST_406
70,3,11,19-01-2024,2,33.72,CUST_292
71,10,8,14-03-2024,3,39.54,CUST_1166
71,10,30,14-03-2024,2,110.53,CUST_1166
71,10,45,14-03-2024,2,145.46,CUST_1166
71,10,20,14-03-2024,3,115.82,CUST_1166
72,9,28,02-06-2024,3,30.83,CUST_165
73,6,44,24-01-2024,3,186.49,CUST_53
73,6,37,24-01-2024,1,154.88,CUST_53
74,5,42,30-04-2024,2,33.89,CUST_359
74,5,29,30-04-2024,3,123.32,CUST_359
74,5,18,30-04-2024,2,125.73,CUST_359
74,5,12,30-04-2024,1,65.7,CUST_359
74,5,38,30-04-2024,2,123.8,CUST_359
75,6,11,20-06-2024,2,33.72,CUST_658
76,7,49,18-06-2024,1,144.49,CUST_591
76,7,36,18-06-2024,2,131.4,CUST_591
76,7,3,18-06-2024,2,26.52,CUST_591
76,7,30,18-06-2024,2,110.53,CUST_591
77,2,43,11-05-2024,3,60.36,CUST_828
78,8,40,12-05-2024,3,21.01,CUST_385
78,8,49,12-05-2024,2,144.49,CUST_385
78,8,32,12-05-2024,1,60.7,CUST_385
79,4,45,14-03-2024,3,145.46,CUST_269
79,4,32,14-03-2024,3,60.7,CUST_269
79,4,8,14-03-2024,1,39.54,CUST_269
79,4,2,14-03-2024,3,36.51,CUST_269
80,3,6,21-05-2024,1,51.88,CUST_29
80,3,15,21-05-2024,3,29.19,CUST_29
80,3,8,21-05-2024,1,39.54,CUST_29
80,3,30,21-05-2024,2,110.53,CUST_29
81,5,31,16-04-2024,1,146.94,CUST_560
81,5,16,16-04-2024,2,79.32,CUST_560
81,5,30,16-04-2024,1,110.53,CUST_560
81,5,36,16-04-2024,3,131.4,CUST_560
82,9,50,18-01-2024,3,173.33,CUST_280
82,9,27,18-01-2024,2,106.81,CUST_280
82,9,22,18-01-2024,1,22.58,CUST_280
83,5,10,17-06-2024,2,60.26,CUST_1188
83,5,29,17-06-2024,2,123.32,CUST_1188
83,5,35,17-06-2024,3,183.4,CUST_1188
83,5,31,17-06-2024,3,146.94,CUST_1188
84,7,37,18-02-2024,1,154.88,CUST_660
84,7,25,18-02-2024,2,116.66,CUST_660
85,1,25,29-06-2024,2,116.66,CUST_969
85,1,43,29-06-2024,1,60.36,CUST_969
85,1,42,29-06-2024,1,33.89,CUST_969
85,1,10,29-06-2024,3,60.26,CUST_969
86,10,34,22-04-2024,2,60.04,CUST_206
87,1,5,16-06-2024,2,47.78,CUST_840
87,1,31,16-06-2024,2,146.94,CUST_840
88,10,25,25-03-2024,2,116.66,CUST_165
88,10,21,25-03-2024,3,166.14,CUST_165
88,10,41,25-03-2024,1,149.06,CUST_165
88,10,46,25-03-2024,3,80.95,CUST_165
88,10,49,25-03-2024,1,144.49,CUST_165
89,4,28,28-02-2024,1,30.83,CUST_589
90,2,21,08-01-2024,1,166.14,CUST_614
91,5,34,07-02-2024,3,60.04,CUST_883
91,5,27,07-02-2024,3,106.81,CUST_883
92,3,40,05-06-2024,3,21.01,CUST_162
92,3,44,05-06-2024,1,186.49,CUST_162
92,3,16,05-06-2024,1,79.32,CUST_162
92,3,32,05-06-2024,2,60.7,CUST_162
93,5,44,29-04-2024,1,186.49,CUST_20
93,5,35,29-04-2024,2,183.4,CUST_20
93,5,11,29-04-2024,2,33.72,CUST_20
94,10,30,25-06-2024,2,110.53,CUST_869
94,10,20,25-06-2024,2,115.82,CUST_869
94,10,13,25-06-2024,1,46.53,CUST_869
95,4,45,27-05-2024,3,145.46,CUST_736
95,4,19,27-05-2024,2,41.05,CUST_736
95,4,2,27-05-2024,2,36.51,CUST_736
96,1,19,04-06-2024,2,41.05,CUST_101
96,1,50,04-06-2024,1,173.33,CUST_101
96,1,15,04-06-2024,3,29.19,CUST_101
96,1,39,04-06-2024,1,176.96,CUST_101
97,10,41,09-06-2024,3,149.06,CUST_281
98,1,24,09-01-2024,2,97.18,CUST_903
98,1,47,09-01-2024,3,57.1,CUST_903
98,1,9,09-01-2024,2,27.62,CUST_903
98,1,6,09-01-2024,1,51.88,CUST_903
98,1,19,09-01-2024,1,41.05,CUST_903
99,3,18,15-05-2024,3,125.73,CUST_750
99,3,11,15-05-2024,2,33.72,CUST_750
99,3,17,15-05-2024,1,60.73,CUST_750
99,3,31,15-05-2024,2,146.94,CUST_750
99,3,19,15-05-2024,1,41.05,CUST_750
100,3,36,22-06-2024,1,131.4,CUST_463
100,3,24,22-06-2024,2,97.18,CUST_463
100,3,6,22-06-2024,3,51.88,CUST_463
100,3,26,22-06-2024,1,180.59,CUST_463
101,8,41,29-05-2024,1,149.06,CUST_537
101,8,24,29-05-2024,2,97.18,CUST_537
101,8,7,29-05-2024,1,163.11,CUST_537
101,8,44,29-05-2024,3,186.49,CUST_537
102,9,41,14-06-2024,2,149.06,CUST_454
103,5,3,05-02-2024,2,26.52,CUST_239
104,8,25,17-05-2024,2,116.66,CUST_481
104,8,30,17-05-2024,3,110.53,CUST_481
105,9,32,16-04-2024,3,60.7,CUST_317
106,7,14,09-01-2024,2,156.88,CUST_573
106,7,29,09-01-2024,1,123.32,CUST_573
106,7,16,09-01-2024,3,79.32,CUST_573
107,6,18,16-01-2024,1,125.73,CUST_735
107,6,13,16-01-2024,3,46.53,CUST_735
107,6,8,16-01-2024,1,39.54,CUST_735
107,6,30,16-01-2024,3,110.53,CUST_735
108,10,9,26-03-2024,1,27.62,CUST_104
108,10,37,26-03-2024,1,154.88,CUST_104
109,9,50,29-02-2024,1,173.33,CUST_443
109,9,10,29-02-2024,2,60.26,CUST_443
109,9,39,29-02-2024,1,176.96,CUST_443
110,3,9,29-01-2024,1,27.62,CUST_358
111,6,2,30-05-2024,1,36.51,CUST_488
111,6,12,30-05-2024,1,65.7,CUST_488
111,6,17,30-05-2024,3,60.73,CUST_488
112,7,50,01-05-2024,1,173.33,CUST_131
112,7,24,01-05-2024,2,97.18,CUST_131
112,7,33,01-05-2024,3,92.61,CUST_131
112,7,38,01-05-2024,1,123.8,CUST_131
113,10,20,17-06-2024,2,115.82,
113,10,30,17-06-2024,2,110.53,
113,10,42,17-06-2024,2,33.89,
113,10,2,17-06-2024,3,36.51,
113,10,4,17-06-2024,1,51.54,
114,8,21,19-01-2024,3,166.14,CUST_909
115,3,41,11-03-2024,2,149.06,
115,3,38,11-03-2024,3,123.8,
115,3,36,11-03-2024,3,131.4,
115,3,46,11-03-2024,2,80.95,
115,3,21,11-03-2024,2,166.14,
116,9,42,28-06-2024,3,33.89,CUST_204
117,9,15,20-04-2024,2,29.19,CUST_441
117,9,27,20-04-2024,2,106.81,CUST_441
117,9,22,20-04-2024,3,22.58,CUST_441
117,9,30,20-04-2024,1,110.53,CUST_441
118,6,44,05-04-2024,1,186.49,CUST_523
118,6,31,05-04-2024,1,146.94,CUST_523
119,2,9,25-01-2024,3,27.62,
119,2,36,25-01-2024,3,131.4,
119,2,4,25-01-2024,3,51.54,
120,6,47,31-03-2024,2,57.1,CUST_842
120,6,4,31-03-2024,2,51.54,CUST_842
120,6,19,31-03-2024,1,41.05,CUST_842
120,6,39,31-03-2024,3,176.96,CUST_842
121,9,23,27-02-2024,3,69.79,CUST_988
122,6,28,26-05-2024,3,30.83,CUST_571
122,6,36,26-05-2024,3,131.4,CUST_571
123,9,2,17-06-2024,3,36.51,
123,9,12,17-06-2024,2,65.7,
123,9,18,17-06-2024,2,125.73,
124,6,43,06-02-2024,3,60.36,
124,6,26,06-02-2024,1,180.59,
124,6,5,06-02-2024,1,47.78,
124,6,10,06-02-2024,3,60.26,
124,6,48,06-02-2024,3,115.25,
125,4,24,28-03-2024,3,97.18,CUST_930
125,4,20,28-03-2024,2,115.82,CUST_930
126,10,49,09-02-2024,1,144.49,CUST_108
126,10,40,09-02-2024,3,21.01,CUST_108
127,2,29,04-05-2024,3,123.32,CUST_869
127,2,27,04-05-2024,1,106.81,CUST_869
127,2,18,04-05-2024,2,125.73,CUST_869
127,2,14,04-05-2024,2,156.88,CUST_869
127,2,49,04-05-2024,1,144.49,CUST_869
128,5,3,14-05-2024,3,26.52,CUST_997
128,5,15,14-05-2024,1,29.19,CUST_997
128,5,26,14-05-2024,1,180.59,CUST_997
129,4,19,05-02-2024,1,41.05,CUST_433
129,4,21,05-02-2024,2,166.14,CUST_433
129,4,8,05-02-2024,3,39.54,CUST_433
130,7,33,16-05-2024,3,92.61,CUST_779
130,7,36,16-05-2024,2,131.4,CUST_779
131,2,30,21-04-2024,1,110.53,CUST_87
132,6,19,13-04-2024,2,41.05,CUST_1175
132,6,8,13-04-2024,1,39.54,CUST_1175
132,6,26,13-04-2024,3,180.59,CUST_1175
132,6,2,13-04-2024,2,36.51,CUST_1175
133,6,28,28-01-2024,2,30.83,
133,6,38,28-01-2024,3,123.8,
134,2,22,27-03-2024,1,22.58,CUST_636
134,2,50,27-03-2024,1,173.33,CUST_636
135,9,50,10-05-2024,2,173.33,CUST_1087
135,9,23,10-05-2024,3,69.79,CUST_1087
136,3,12,06-03-2024,1,65.7,CUST_300
136,3,39,06-03-2024,3,176.96,CUST_300
137,2,49,28-04-2024,3,144.49,CUST_1012
137,2,38,28-04-2024,3,123.8,CUST_1012
137,2,29,28-04-2024,3,123.32,CUST_1012
137,2,44,28-04-2024,2,186.49,CUST_1012
137,2,37,28-04-2024,3,154.88,CUST_1012
138,6,41,30-04-2024,1,149.06,CUST_140
138,6,20,30-04-2024,2,115.82,CUST_140
138,6,18,30-04-2024,3,125.73,CUST_140
138,6,38,30-04-2024,1,123.8,CUST_140
139,5,19,15-01-2024,1,41.05,CUST_78
139,5,5,15-01-2024,3,47.78,CUST_78
139,5,42,15-01-2024,3,33.89,CUST_78
140,9,29,21-05-2024,3,123.32,CUST_1189
141,4,4,08-05-2024,1,51.54,CUST_975
141,4,29,08-05-2024,2,123.32,CUST_975
142,2,46,11-01-2024,2,80.95,CUST_354
142,2,29,11-01-2024,3,123.32,CUST_354
143,9,25,05-04-2024,2,116.66,CUST_746
143,9,27,05-04-2024,3,106.81,CUST_746
143,9,50,05-04-2024,3,173.33,CUST_746
144,1,7,17-01-2024,2,163.11,CUST_686
144,1,36,17-01-2024,2,131.4,CUST_686
144,1,44,17-01-2024,2,186.49,CUST_686
145,10,43,21-01-2024,3,60.36,CUST_683
145,10,10,21-01-2024,3,60.26,CUST_683
145,10,23,21-01-2024,2,69.79,CUST_683
145,10,20,21-01-2024,1,115.82,CUST_683
145,10,42,21-01-2024,3,33.89,CUST_683
146,2,9,13-06-2024,3,27.62,CUST_772
146,2,43,13-06-2024,3,60.36,CUST_772
146,2,45,13-06-2024,3,145.46,CUST_772
147,2,2,10-05-2024,1,36.51,CUST_868
147,2,24,10-05-2024,1,97.18,CUST_868
147,2,20,10-05-2024,2,115.82,CUST_868
148,8,19,09-02-2024,1,41.05,CUST_282
149,9,50,10-01-2024,3,173.33,CUST_1079
149,9,40,10-01-2024,2,21.01,CUST_1079
149,9,9,10-01-2024,1,27.62,CUST_1079
150,3,27,22-04-2024,2,106.81,CUST_340
151,4,35,24-04-2024,2,183.4,CUST_584
151,4,16,24-04-2024,2,79.32,CUST_584
152,4,50,22-04-2024,3,173.33,CUST_1169
152,4,19,22-04-2024,2,41.05,CUST_1169
152,4,25,22-04-2024,1,116.66,CUST_1169
152,4,33,22-04-2024,1,92.61,CUST_1169
153,10,24,14-01-2024,3,97.18,CUST_513
153,10,36,14-01-2024,1,131.4,CUST_513
153,10,7,14-01-2024,2,163.11,CUST_513
153,10,46,14-01-2024,1,80.95,CUST_513
154,3,6,07-02-2024,1,51.88,CUST_1052
154,3,15,07-02-2024,2,29.19,CUST_1052
154,3,29,07-02-2024,1,123.32,CUST_1052
154,3,23,07-02-2024,2,69.79,CUST_1052
155,9,15,21-01-2024,1,29.19,CUST_791
155,9,2,21-01-2024,3,36.51,CUST_791
155,9,21,21-01-2024,3,166.14,CUST_791
156,6,31,10-01-2024,3,146.94,CUST_282
156,6,45,10-01-2024,2,145.46,CUST_282
156,6,9,10-01-2024,2,27.62,CUST_282
157,10,17,21-01-2024,1,60.73,
158,3,50,18-04-2024,2,173.33,CUST_1081
159,4,41,02-03-2024,1,149.06,CUST_98
159,4,40,02-03-2024,2,21.01,CUST_98
159,4,30,02-03-2024,3,110.53,CUST_98
159,4,5,02-03-2024,3,47.78,CUST_98
160,1,19,02-03-2024,1,41.05,CUST_1178
160,1,28,02-03-2024,3,30.83,CUST_1178
161,6,34,17-02-2024,2,60.04,CUST_854
162,2,36,09-05-2024,3,131.4,CUST_1115
162,2,2,09-05-2024,2,36.51,CUST_1115
162,2,25,09-05-2024,2,116.66,CUST_1115
162,2,31,09-05-2024,2,146.94,CUST_1115
162,2,3,09-05-2024,3,26.52,CUST_1115
163,1,47,29-03-2024,3,57.1,CUST_139
163,1,43,29-03-2024,1,60.36,CUST_139
164,10,23,04-02-2024,3,69.79,CUST_681
165,6,45,24-06-2024,1,145.46,CUST_359
165,6,31,24-06-2024,1,146.94,CUST_359
165,6,41,24-06-2024,3,149.06,CUST_359
165,6,12,24-06-2024,2,65.7,CUST_359
166,1,21,21-02-2024,2,166.14,CUST_90
167,9,3,01-05-2024,1,26.52,CUST_1113
167,9,49,01-05-2024,2,144.49,CUST_1113
167,9,42,01-05-2024,2,33.89,CUST_1113
168,1,24,10-03-2024,2,97.18,CUST_680
169,7,32,27-03-2024,2,60.7,CUST_792
169,7,45,27-03-2024,2,145.46,CUST_792
170,9,28,18-04-2024,3,30.83,CUST_170
171,3,21,27-01-2024,3,166.14,CUST_658
172,5,23,12-02-2024,2,69.79,CUST_873
172,5,29,12-02-2024,3,123.32,CUST_873
172,5,3,12-02-2024,2,26.52,CUST_873
172,5,47,12-02-2024,2,57.1,CUST_873
173,1,24,12-06-2024,1,97.18,
173,1,33,12-06-2024,1,92.61,
173,1,48,12-06-2024,1,115.25,
173,1,44,12-06-2024,3,186.49,
174,8,50,18-01-2024,2,173.33,
174,8,42,18-01-2024,2,33.89,
175,7,44,03-06-2024,2,186.49,CUST_67
175,7,29,03-06-2024,2,123.32,CUST_67
176,8,24,05-02-2024,1,97.18,CUST_1176
176,8,26,05-02-2024,1,180.59,CUST_1176
176,8,21,05-02-2024,1,166.14,CUST_1176
176,8,42,05-02-2024,3,33.89,CUST_1176
176,8,18,05-02-2024,1,125.73,CUST_1176
177,8,50,31-01-2024,2,173.33,CUST_1151
177,8,17,31-01-2024,1,60.73,CUST_1151
177,8,46,31-01-2024,3,80.95,CUST_1151
178,5,9,21-02-2024,1,27.62,CUST_1006
179,8,43,23-01-2024,1,60.36,CUST_912
179,8,23,23-01-2024,3,69.79,CUST_912
179,8,46,23-01-2024,3,80.95,CUST_912
180,5,24,28-06-2024,1,97.18,CUST_323
180,5,33,28-06-2024,1,92.61,CUST_323
181,4,24,06-05-2024,3,97.18,CUST_485
182,10,6,03-02-2024,3,51.88,CUST_1130
182,10,5,03-02-2024,2,47.78,CUST_1130
182,10,20,03-02-2024,3,115.82,CUST_1130
182,10,26,03-02-2024,2,180.59,CUST_1130
182,10,46,03-02-2024,2,80.95,CUST_1130
183,10,29,22-03-2024,2,123.32,
184,9,12,12-06-2024,1,65.7,CUST_1130
184,9,50,12-06-2024,1,173.33,CUST_1130
184,9,9,12-06-2024,3,27.62,CUST_1130
184,9,28,12-06-2024,1,30.83,CUST_1130
184,9,33,12-06-2024,2,92.61,CUST_1130
185,3,19,29-03-2024,3,41.05,CUST_462
185,3,6,29-03-2024,2,51.88,CUST_462
185,3,17,29-03-2024,1,60.73,CUST_462
185,3,13,29-03-2024,3,46.53,CUST_462
185,3,41,29-03-2024,2,149.06,CUST_462
186,10,38,13-06-2024,1,123.8,CUST_1030
186,10,10,13-06-2024,3,60.26,CUST_1030
187,10,2,24-05-2024,1,36.51,CUST_692
188,1,50,08-03-2024,2,173.33,CUST_1182
188,1,37,08-03-2024,3,154.88,CUST_1182
189,1,31,15-03-2024,2,146.94,CUST_1118
189,1,16,15-03-2024,2,79.32,CUST_1118
189,1,44,15-03-2024,2,186.49,CUST_1118
190,2,31,22-04-2024,3,146.94,CUST_324
190,2,30,22-04-2024,1,110.53,CUST_324
190,2,14,22-04-2024,2,156.88,CUST_324
190,2,22,22-04-2024,3,22.58,CUST_324
191,6,49,12-04-2024,3,144.49,CUST_708
191,6,24,12-04-2024,3,97.18,CUST_708
192,2,29,01-02-2024,1,123.32,CUST_956
192,2,16,01-02-2024,1,79.32,CUST_956
192,2,10,01-02-2024,2,60.26,CUST_956
193,7,21,04-03-2024,3,166.14,CUST_857
193,7,37,04-03-2024,2,154.88,CUST_857
194,4,32,11-05-2024,2,60.7,CUST_1021
194,4,20,11-05-2024,3,115.82,CUST_1021
194,4,2,11-05-2024,2,36.51,CUST_1021
194,4,6,11-05-2024,1,51.88,CUST_1021
195,4,32,13-01-2024,3,60.7,CUST_100
195,4,39,13-01-2024,2,176.96,CUST_100
195,4,42,13-01-2024,2,33.89,CUST_100
196,9,9,28-01-2024,2,27.62,
196,9,17,28-01-2024,2,60.73,
196,9,47,28-01-2024,1,57.1,
196,9,24,28-01-2024,2,97.18,
197,1,19,02-04-2024,3,41.05,CUST_399
197,1,5,02-04-2024,2,47.78,CUST_399
197,1,25,02-04-2024,3,116.66,CUST_399
197,1,33,02-04-2024,3,92.61,CUST_399
197,1,29,02-04-2024,3,123.32,CUST_399
198,2,22,10-04-2024,1,22.58,CUST_199
198,2,36,10-04-2024,1,131.4,CUST_199
198,2,24,10-04-2024,3,97.18,CUST_199
199,9,9,12-01-2024,3,27.62,CUST_83
200,6,39,26-04-2024,1,176.96,CUST_1064
200,6,33,26-04-2024,2,92.61,CUST_1064
201,10,38,06-06-2024,3,123.8,CUST_805
201,10,22,06-06-2024,3,22.58,CUST_805
201,10,33,06-06-2024,2,92.61,CUST_805
202,10,44,04-04-2024,3,186.49,CUST_35
202,10,8,04-04-2024,2,39.54,CUST_35
202,10,27,04-04-2024,3,106.81,CUST_35
203,1,37,16-06-2024,2,154.88,CUST_544
203,1,15,16-06-2024,1,29.19,CUST_544
203,1,47,16-06-2024,3,57.1,CUST_544
203,1,4,16-06-2024,3,51.54,CUST_544
203,1,38,16-06-2024,3,123.8,CUST_544
204,10,3,07-02-2024,3,26.52,CUST_779
204,10,37,07-02-2024,1,154.88,CUST_779
205,4,10,21-03-2024,2,60.26,
205,4,27,21-03-2024,3,106.81,
